ID;Start Date;End Date;Display Date;Title;City;Venue;Type;Org. Body;# of Cat. Entries;# of Artists;Status
246;1909-12-01;1909-12-15;;Neue Künstlervereinigung München E.V., Turnus 1909-1910;Munich;Moderne Galerie (Heinrich Thannhauser);group;"Moderne Galerie (Heinrich Thannhauser); Neue Künstlervereinigung München (N.K.V.M.)";129;14;completed
247;1909-12-06;1909-12-18;;Exposition Edvard Diriks;Paris;Galerie Druet;solo;Galerie Druet;73;1;proof read
925;1909-12-08;1910-01-06;;A Művészház első csoportos kiállitása;Budapest;Művészház;group;Művészház;399;9;proof read
1099;1909-12-10;1910-01-00;;Ferdinand Hodler [und Olaf Gulbransson];Vienna;Galerie Miethke;group;Galerie Miethke;50;2;proof read
196;1909-12-15;1910-01-08;;Esposizione Annuale d'Arte della Famiglia Artistica;Milan;Famiglia Artistica;group;Famiglia Artistica;297;86;completed
903;1909-12-16;1910-01-05;;[XII. Jahrgang. IV. Ausstellung]. [Josef Block, Alfred Feiks, Eugen Feiks, Curt Herrmann, Konrad von Kardorff, Alois Metz, Fritz Rhein];Berlin;Paul Cassirer;group;Paul Cassirer;88;7;proof read
758;1909-12-17;1910-02-06;;Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков;Odessa;Vladimir Izdebsky;group;Vladimir Izdebsky;736;124;completed
250;1909-12-20;1910-01-14;;Exhibition of Lithographs by Henri de Toulouse-Lautrec;New York;Photo-Secession Galleries;group;;0;0;pending
1276;1909-12-20;1910-01-08;;Exposition de Dessins et Aquarelles;Paris;Galerie Druet;group;Galerie Druet;0;0;pending
841;1909-12-20;1910-01-08;;Exposition de la Société Coloniale des Artistes Français;Paris;MM. Bernheim-Jeune & Cie;group;;217;43;proof read
792;1909-12-20;1910-01-20;;Exposition de peinture moderne;Rouen;Société Normande de Peinture Moderne;group;;0;0;pending
1307;1909-12-25;1910-02-05;;Winter-Ausstellung. Hugo Frhr. von Habermann, Hermann Hahn, Otto Reiniger ✝;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";274;3;proof read
1206;1910-00-00;;;[Zoe de Borelli-Vranska];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
261;1910-00-00;;;De Norska Konstnärernas, Erik Werenskiold, Thorvals Erichsen, Kristen Holbø, August Jacobsen, O. Wold-Torne;Stockholm;Sveriges Allmänna Konstförening;group;Sveriges Allmänna Konstförening;66;5;proof read
257;1910-00-00;;;Esposizione Retrospettiva di Pittura e Scultura;Florence;Via della Colonna N. 27-29;group;;728;92;completed
255;1910-00-00;;;Exposition Universelle et internationale de Bruxelles / Groupe II / Oeuvres d'Art Modernes;Brussels;Ministère des Sciences et des Arts;group;;0;0;pending
308;1910-00-00;;summer/1910;Forty-Third Exhibition of Modern Pictures. New English Art Club;London;Galleries of the Royal Society of British Artists;group;New English Art Club;292;127;proof read
256;1910-00-00;;;Hollandi mesterek kiállitása Könyves Kálmán Szalonjában;Budapest;Könyves Kálmán Szalon;group;;112;60;proof read
1051;1910-00-00;;;Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke;Munich;Moderne Galerie (Heinrich Thannhauser);group;;282;66;completed
258;1910-00-00;;;Maleriudstilling af Thorvald Erichsen, Kristen Holbø, August Jacobsen, Erik Werenskiold, O. Wold-Torne;Gothenburg;Konstförening Göteborg;group;;74;5;proof read
1168;1910-00-00;;;Société Des Artistes Méridionaux Toulouse. Vme Exposition;Toulouse;Ancien Archevêché;group;Société des Artistes Méridionaux;212;25;proof read
260;1910-00-00;;;"Выставка картин ""Союз Русских Художников""";Saint Petersburg;Nevsky Prospekt 42;group;;0;0;pending
259;1910-00-00;;;Выставка Картин Союза Русских Художников;Kiev;Городской музей;group;;319;48;proof read
1045;1910-01-00;1910-02-00;;"Ausstellung der Ungarischen Künstler-Vereinigung ""KÉVE""";Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;228;17;proof read
1173;1910-01-00;1910-02-00;;Christian Rohlfs, Leon von Wyczolkowski;Vienna;Galerie Miethke;group;Galerie Miethke;91;1;proof read
262;1910-01-00;1910-02-00;;M.I.É.N.K. III-ik kiállítás;Budapest;Nemzeti Szalon;group;Nemzeti Szalon;129;15;proof read
1411;1910-01-02;1910-01-30;;Neue Künstlervereinigung München E.V., Turnus 1909-1910;Brno;Brno (exact location unknown);group;Mährischer Kunstverein;0;0;pending
910;1910-01-08;1910-02-06;;[XII. Jahrgang, V. Ausstellung]. Die Sammlung Eduard Behrens zu Hamburg;Berlin;Paul Cassirer;group;Paul Cassirer;77;40;proof read
986;1910-01-09;1910-02-10;;A Művészház második csoportos kiállítása és a Magyar Grafikusok Egyesülete kiállítása;Budapest;Művészház;group;Művészház;217;17;proof read
263;1910-01-09;1910-02-13;;"Выставка картин ""Золотое руно"".";Moscow;Moscow (exact location unknown);group;;157;20;completed
264;1910-01-10;1910-01-22;;Exposition Cézanne (1837-1906);Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;68;1;proof read
265;1910-01-10;1910-01-22;;Exposition de Peintures de Félix Vallotton;Paris;Galerie Druet;solo;Galerie Druet;48;1;proof read
1443;1910-01-13;1910-02-13;;[Pascin, Berne Klene, Van Rees, Schnerb];Paris;Galerie B. Weill;group;;0;0;pending
266;1910-01-24;1910-02-20;;Exposition de Peintures et de Lithographies Originales de H. de Toulouse-Lautrec. 1864-1901;Paris;Palais du Louvre - Pavillon de Marsan;solo;;98;1;proof read
862;1910-01-24;1910-02-05;;Exposition G. Agutte;Paris;Galerie Druet;solo;;89;1;proof read
1252;1910-02-00;1910-03-00;;Deutschböhmischer Künstlerbund;Prague;Rudolfinum;group;"Deutschböhmischer Künstlerbund; Krasoumná jednota";296;45;completed
771;1910-02-00;1910-06-00;;LXXX. Esposizione Internazionale;Rome;Palazzo dell'Esposizone;group;;0;0;pending
267;1910-02-00;1910-03-00;;XXXI. výstava S. V. U. Manes. Les indépendants;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;122;16;proof read
268;1910-02-05;1910-03-03;;Ausstellung Ungarischer Maler;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;;198;26;proof read
269;1910-02-07;1910-02-19;;Exhibition of Water-colors, Pastels and Etchings by John Marin;New York;Photo-Secession Galleries;group;;64;1;completed
869;1910-02-07;1910-02-19;;Exposition de peintures de Jules Flandrin;Paris;Galerie Druet;solo;;82;1;proof read
911;1910-02-11;1010-03-01;;[XII. Jahrgang. VI. Ausstellung]. [Kollektionen Max Beckmann, Theo von Brockhusen, Richard Dreher, Ferdinand Hodler, Heinrich Nauen, Julie Wolfthorn];Berlin;Paul Cassirer;group;Paul Cassirer;62;6;proof read
1012;1910-02-13;1910-03-00;;A Művészház harmadik csoportos kiállitása;Budapest;Művészház;group;Művészház;312;10;proof read
270;1910-02-14;1910-03-05;;Exposition Henri-Matisse. Tableaux & Dessins;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;91;1;completed
1279;1910-02-17;1910-03-01;;Exposition de Dessins, Pastels & Peintures;Paris;Galerie B. Weill;group;Galerie B. Weill;0;0;pending
271;1910-02-21;1910-03-05;;Exposition de Peintures et de Céramiques de G. Rouault;Paris;Galerie Druet;solo;Galerie Druet;183;1;proof read
272;1910-02-21;1910-03-07;;Recent Drawings and reproductions of paintings by Henri Matisse;New York;Photo-Secession Galleries;group;Photo-Secession Galleries;0;0;pending
1256;1910-02-22;1910-02-25;;Collection Jean Dolent. Tableaux Modernes & Anciens;Paris;Hôtel Drouot;auction;Hôtel Drouot;94;48;proof read
1166;1910-02-23;1910-03-20;;Leopold Graf von Kalckreuth;Vienna;Galerie Miethke;solo;Galerie Miethke;87;1;proof read
747;1910-02-26;1910-03-27;;Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков;Kiev;Vladimir Izdebsky;group;Vladimir Izdebsky;648;139;completed
1444;1910-03-00;1910-04-17;end/03/1910 - 17/04/1910;[Burgsthal, Coppenolle, Deville, Tarkhoff];Paris;Galerie B. Weill;group;;0;0;pending
273;1910-03-00;;;Edvard Munch Udstilling;Christiania;Diorama;solo;Diorama;268;1;completed
1150;1910-03-00;1910-05-00;;Künstlerbund Hagen. Frühjahrs-Ausstellung [32. Ausstellung];Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;152;37;proof read
1384;1910-03-00;;;Mostra annuale degli artisti lombardi;Milan;Palazzo della Permanente;group;;0;0;pending
1159;1910-03-00;1910-04-00;;"XXXII. výstava Sp. výtv. um. ""Manes"". Antonín Slavíček";Prague;Pavilon v zahradě Kinských;solo;Spolek výtvarných umělců Mánes;142;2;completed
274;1910-03-00;;;"Выставка Картин О-ва Художников ""Союз молодежи""";Saint Petersburg;Saint Petersburg (exact location unknown);group;;228;24;proof read
957;1910-03-01;1910-04-20;;Frühjahr-Ausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;;381;118;proof read
913;1910-03-03;1910-03-20;;XII. Jahrgang. VII. Ausstellung. [Kollektionen Robert Breyer, Adolf Ed. Herstein, Leo Klein-Diepold, Heinrich E. Linde-Walther, Reinhold Nägele, Fritz Rhein, Hedwig Ruetz, Max Slevogt, Fritz Westendorp];Berlin;Paul Cassirer;group;Paul Cassirer;97;9;proof read
275;1910-03-07;1910-03-26;;Exposition Bonnard;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;34;1;proof read
867;1910-03-07;1910-03-19;;Exposition de peintures de Charles Guérin;Paris;Galerie Druet;solo;;60;1;proof read
863;1910-03-08;1910-03-23;;Exposition Louise Hervieu;Paris;Galerie Eug. Blot;solo;Galerie Eug. Blot;60;1;proof read
276;1910-03-09;1910-03-21;;The following group of the younger American painters will exhibit paintings and sketches: G. Putnm Brinley, Arthur Beecher Carles, Arthur Dove, Lawrence Fellows, Marsden Hartley, John Marin, Alfred Maurer, Eduard Steichen, Max Weber;New York;Photo-Secession Galleries;group;;0;0;pending
277;1910-03-12;1910-04-17;;La Libre Esthétique. L'Évolution du Paysage;Brussels;Brussels (exact location unknown);group;La Libre Esthétique;275;50;proof read
278;1910-03-15;1910-03-26;;Exposition de Peintures et Faïences décoratives de Vlaminck;Paris;Galerie A. Vollard;group;Galerie A. Vollard;0;0;pending
1055;1910-03-16;1910-04-00;;A Művészház bibliai kiállítása és Jacobey Károly művészi hagyatéka;Budapest;Művészház;group;Művészház;173;51;proof read
279;1910-03-18;1910-05-01;;Société des Artistes Indépendants: 26e exposition;Paris;Cours-la-Reine (Pont des Invalides);group;Société des Artistes Indépendants;0;0;pending
915;1910-03-24;1910-04-24;;XII. Jahrgang. VIII. Ausstellung. [Edouard Manet (Sammlung Pellerin)];Berlin;Paul Cassirer;solo;Paul Cassirer;37;1;proof read
1203;1910-03-29;1910-04-24;;[Augusto Giacometti und Carl Moser];Vienna;Galerie Miethke;group;Galerie Miethke;0;0;pending
281;1910-03-31;1910-04-16;;Exhibition of Drawings by Auguste Rodin;New York;Photo-Secession Galleries;group;Photo-Secession Galleries;42;1;proof read
282;1910-04-00;;;De Unga;Stockholm;Hallins konsthandel;group;"De Unga; Hallins konsthandel";101;15;proof read
1221;1910-04-00;1910-05-00;;Exposition des Cartons, Esquisses, Dessins pour l'Œuvre Décorative d'Albert Besnard;Paris;Palais du Louvre - Pavillon de Marsan;solo;Musée des Arts Décoratifs;376;1;proof read
1412;1910-04-00;1910-04-00;;Neue Künstlervereinigung München E.V., Turnus 1909-1910;Elberfeld;Städtisches Museum Elberfeld;group;"Städtisches Museum Elberfeld; Neue Künstlervereinigung München (N.K.V.M.)";0;0;pending
1061;1910-04-00;1910-07-00;;XXXVI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;244;67;proof read
280;1910-04-00;;;Zwanzigste Ausstellung der Berliner Secession;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;Berliner Secession;349;120;proof read
284;1910-04-04;1910-04-16;;Exposition de Peintures de Othon Friesz;Paris;Galerie Druet;solo;Galerie Druet;49;1;completed
1069;1910-04-05;1910-04-23;;Water Colour Paintings by Alfred W. Rich;London;Galleries of the Alpine Club;solo;Galleries of the Alpine Club;143;1;proof read
761;1910-04-10;;;Neue Künstlervereinigung München E.V., Turnus 1910-1911. [II. Ausstellung];Dresden;Galerie Ernst Arnold;group;"Neue Künstlervereinigung München (N.K.V.M.); Galerie Ernst Arnold";0;0;pending
1162;1910-04-11;1910-04-25;;Exposition de Peinture. Paysages d'Italie et autres De Alexandre Urbain;Paris;Galerie Eug. Blot;solo;Galerie Eug. Blot;44;1;proof read
843;1910-04-11;;;Tovariscestvo Kurskih hudoznikov: vystavka kartin i etjudov;Kursk;Rooms of the Sainte Marie feminine school;group;;0;0;pending
285;1910-04-15;1910-06-30;;Société Nationale des Beaux-Arts / XX. Exposition;Paris;Grand Palais des Champs Elysées;group;;0;0;pending
860;1910-04-18;1910-04-30;;D'après les maîtres;Paris;MM. Bernheim-Jeune & Cie;group;;117;45;proof read
286;1910-04-20;1910-05-15;;Prima Mostra italiana dell'Impressionismo, opere di Paul Cézanne, Edgar Degas, Jean-Louis Forain, Paul Gauguin, Henri Matisse, Claude Monet, Camille Pissarro, Pierre-Auguste Renoir, Medardo Rosso, Henri Toulouse-Lautrec, Vincent Van Gogh;Florence;Lyceum Club;group;;75;9;completed
287;1910-04-23;1910-10-31;;IX. Esposizione d'Arte della Città di Venezia;Venice;Giardini Pubblici;group;Città di Venezia;1931;450;completed
288;1910-04-24;1910-06-00;24/04/1910 - beg/06/1910;20ste Jaarlijksche Tentoonstelling van Kunstwerken der Vereeniging St. Lucas;Amsterdam;Stedelijk Museum;group;Vereeniging Sint Lucas;762;252;completed
283;1910-04-27;1910-06-19;;Nemzetközi Impresszionista kiállítás;Budapest;Művészház;group;Művészház;150;70;proof read
919;1910-04-27;1910-06-00;27/04/1910 - mid/06/1910;XII. Jahrgang. IX. Ausstellung. [Kollektionen Ludwig v. Hofmann, Erna Frank, Ernst Stern];Berlin;Paul Cassirer;group;Paul Cassirer;83;3;proof read
289;1910-04-28;1910-05-28;;Exposition de Dessins, Aquarelles & Peintures;Paris;Galerie B. Weill;group;Galerie B. Weill;0;0;pending
1413;1910-05-00;1910-05-00;;Neue Künstlervereinigung München E.V., Turnus 1909-1910;Barmen;Barmer Ruhmeshalle;group;"Neue Künstlervereinigung München (N.K.V.M.); Kunstverein Barmen";0;0;pending
292;1910-05-00;1910-09-00;;Svájci művészek (Société des Peintres Sculpteurs et Architectes Suisses) kiállítása;Budapest;Nemzeti Szalon;group;Nemzeti Szalon;137;68;proof read
291;1910-05-00;1910-06-00;;XXXIII. výstava Spolku výtvar. umělců :Manes:;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;60;2;proof read
293;1910-05-01;1910-05-14;;Vystavka eskizov, etjudov, risunkov;Kazan';Kazan' (exact location unknown);group;;0;0;pending
295;1910-05-02;1910-05-14;;Exposition de Peintures de Albert Marquet;Paris;Galerie Druet;solo;Galerie Druet;54;1;proof read
294;1910-05-02;1910-05-14;;Exposition Seyssaud;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;43;1;proof read
296;1910-05-02;1910-06-30;;Fourteenth Annual Exhibition;Pittsburgh;Carnegie Institute;group;Carnegie Institute;304;200;completed
1479;1910-05-02;1910-06-07;;Салон. Интернациональная выставка картин, скульптуры, гравюры и графики;Saint Petersburg;Vladimir Izdebsky;group;;650;117;completed
1169;1910-05-06;1910-06-18;;Manet. Monet;Vienna;Galerie Miethke;group;Galerie Miethke;31;2;proof read
829;1910-05-09;1910-05-21;;Exposition Louis Charlot;Paris;Galerie Eug. Blot;solo;Galerie Eug. Blot;38;1;proof read
968;1910-05-12;1910-10-16;;Ausstellung des Deutschen Künstlerbundes Darmstadt;Darmstadt;Städtisches Ausstellungsgebäude auf der Mathildenhöhe;group;Deutscher Künstlerbund;416;193;proof read
299;1910-05-14;1910-06-30;;III. Graphische Ausstellung des Deutschen Künstlerbundes;Hamburg;Galerie Commeter;group;Galerie Commeter;893;81;completed
290;1910-05-15;1910-07-15;;Neue Secession / Ausstellung abgewiesener Künstler der Berliner Secession [I. Ausstellung];Berlin;Gemälde Galerie Maximilian Macht;group;Gemälde Galerie Maximilian Macht;0;0;pending
1235;1910-05-15;1910-06-05;;VII. výstava :Sdružení výtvarných umělců moravských: v Olomouci;Olomouc;Olomouc (exact location unknown);group;Sdružení výtvarných umělců moravských;100;17;completed
300;1910-05-17;1910-05-28;;Exposition de Peintures de George Desvallières;Paris;Galerie Druet;solo;Galerie Druet;55;1;proof read
301;1910-05-17;1910-05-28;;Nus;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;130;38;proof read
302;1910-05-18;1910-10-31;;Internationale Kunstausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";302;100;proof read
1445;1910-05-30;1910-06-18;;[Lacoste, Plumet, Paviot, Van Rees];Paris;Galerie B. Weill;group;;0;0;pending
1251;1910-05-30;1910-05-31;;Collection Particulière de M. Charles Boutet de Monvel;Paris;Hôtel Drouot;auction;Hôtel Drouot;167;45;proof read
303;1910-05-30;1910-06-11;;Exposition Manguin;Paris;Galerie Druet;solo;Galerie Druet;55;1;proof read
1204;1910-06-00;1910-09-29;;[Willi Geiger und Willi Nowak];Vienna;Galerie Miethke;group;Galerie Miethke;0;0;pending
305;1910-06-00;1910-06-00;;Manet. Trente-cinq tableaux de la Collection Pellerin;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;35;1;proof read
760;1910-06-00;1910-06-00;beg/06/1910 - end/06/1910;Neue Künstlervereinigung München E.V., Turnus 1909-1910;Hamburg;Kunstsäle Louis Bock & Sohn;group;"Neue Künstlervereinigung München (N.K.V.M.); Kunstsäle Louis Bock & Sohn";0;0;pending
1414;1910-06-00;1910-07-00;end/06/1910 - 07/1910;Neue Künstlervereinigung München E.V., Turnus 1909-1910;Dusseldorf;Kunsthalle Düsseldorf;group;Neue Künstlervereinigung München (N.K.V.M.);0;0;pending
1474;1910-06-00;;;Союз Молодежи;Riga;Riga (exact location unknown);group;;221;31;completed
868;1910-06-08;1910-06-25;;L'Œuvre gravée de Richard Ranft;Paris;Galerie des Artistes Modernes;solo;Galerie des Artistes Modernes;212;1;proof read
306;1910-06-11;1910-07-10;;Tentoonstelling van een aantal werken van Vincent van Gogh uitsluitend uit zijn Franschen tijd;Rotterdam;Rotterdamsche Kunstkring;solo;Rotterdamsche Kunstkring;35;1;completed
307;1910-06-20;1910-07-09;;Les Artistes Russes, Décors et Costumes de théâtre et Tableaux;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;139;17;proof read
920;1910-06-21;1910-07-10;;XII. Jahrgang. X. Ausstellung. [Kollektionen Oskar Kokoschka, Hans Hofmann];Berlin;Paul Cassirer;group;Paul Cassirer;67;2;proof read
